UnitID,OwningHerbariumAcronym,PrepCode,DateCreated,dateValidated,Genus on label,Species on label,Author,General Comments,country,dateIdentified,Collection Date,Cultivated,Cultivated Date,Cultivated by,habitat,identificationRemarks,identifiedBy,Filed-under country,Collected by,Collected by_1,Collected by_2,Collected by_3,recordNumber,Filed-under Name,Family,Sheet Number,stateProvince,transcriberNotes,verbatimElevation,Altitude,Altitude_max,Altitude_unit,verbatimLatitude,LatDeg,LatMin,LatSec,LatOrient,verbatimLocality,verbatimLongitude,LongDeg2,LongMin,LongSec,LongOrient,vernacularName
K000865320,K,Sheet,11/02/2018,14-Feb-2018 23:20:57,Striga,,,"Striga hermonthica (Del.)Benth,  seen for Flora of Tropical Africa",Uganda,,1955-09,false,,,Grassland on cotton soil,Erect branched herb 2 ft tall. Probably partial parasite because of poor rooting system. Flowers dark and very pale pink. Common,,Uganda,"Norman, E.M.",,,,294,Striga hermonthica Benth.,,,,,3600 Feet,1097.28,,Metres,,,,,,Sebei plains 3 miles from Greek River Railway Bridge,,,,,,
K000865321,K,Sheet,17/02/2018,,Striga,hermonthica,(Delile) Benth.,Seen for F.T.E.A.;Striga hermonthica Benth.,Uganda,1926-06,1926-06,false,,,,I find branched specimen,"Maitland, T.D.",Uganda,"Maitland, T.D.",,,,,Striga hermonthica Benth.,,,,,3700,,,,,,,,,"Uganda, Eastern Province, Namandwa",,,,,,
K000865322,K,Sheet,19/02/2018,,Striga,hermonthica,(Delile) Benth.,,Uganda,,1926,false,,,,,,Uganda,"Matiland, S.N.",,,,,Striga hermonthica Benth.,,,Eastern Region,,,,,,,,,,,"Uganda, E. Province, Serere",,,,,,
K000865323,K,Sheet,17/02/2018,,Striga,hermonthica,(Delile) Benth.,Seen for F.T.E.A.;Striga hermonthica (Del.) Benth.,Uganda,1926-06,1926-06,false,,,,,,Uganda,"Maitland, T.D.",,,,s.n.,Striga hermonthica Benth.,,,Eastern Region,,3700,,,,,,,,,"Eastern Province, at Serere",,,,,,
K000865324,K,Sheet,11/02/2018,14-Feb-2018 23:42:36,Striga,hermonthica,(Delile) Benth.,Striga hermonthica Benth.,Uganda,,,false,,,Common weed in irrigated millet fields,Flowers pink,,Uganda,"Eggeling, W.J.",,,,785,Striga hermonthica Benth.,,,,,5000,,,,,,,,,At foot of Imatong mountains. Also seen in millet at Amua. Agoro.,,,,,,
K000865325,K,Sheet,11/02/2018,14-Feb-2018 23:44:26,Striga,hermonthica,(Delile) Benth.,,Uganda,,1957-11-28,false,,,On abandoned farmland with annual grasses and numerous herbs,"Erect herbs 12-15"" high with muave flowers, apparently parasitic on roots of cultivated Sorghum",,Uganda,"Langdale-Brown, I.",,,,2592,Striga hermonthica Benth.,,,Northern Province,,2700 Feet,822.96,,Metres,,,,,,District: Acholi; Locality: Atiak.,,,,,,
K000865326,K,Sheet,11/02/2018,,Striga,hermonthica,(Delile) Benth.,,Uganda,2008,1957-06,false,,,Clay grassland,Flowers pink mauve,"Ghazanfar, S.",Uganda,Wilson,,,,349,Striga hermonthica Benth.,,,Western Region,,,,,,,,,,,Uganda - Iriri,,,,,,
K000865327,K,Sheet,11/02/2018,,Striga,hermonthica,(Delile) Benth.,,Uganda,1956,1953-07-27,false,,,Field of cultivated millet.,"Flowers purple erect, little branched herb.;Up to circa 18"" common at Maracha and Omugo.","Chancellor, R.J.",Uganda,"Chancellor, R.J.",,,,56,Striga hermonthica Benth.,,,Northern Region,,4600 Feet,1402.08,,Metres,,,,,,West Nile Province;Uganda;Field 1/4 mile due south Maracha rest camp,,,,,,Ava
K000865328,K,Sheet,11/02/2018,,Striga,hermonthica,(Delile) Benth.,,St. Barthélemy,2008,,false,,,,Showy annual,"Ghazanfar, S.",Uganda,"Daws, M.A.",,,,120,Striga hermonthica Benth.,,,Western Region,,4000 Feet,1219.2,,Metres,,,,,,Bugangadzi,,,,,,
K000865329,K,Sheet,17/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica (Del.) Benth.,Uganda,1984,1921-12-30,false,,,In corn cultivation,12 to 18 inches.  Flowers rose-purple,"Hepper, F.N.",Uganda,"Lanchester, C.H.",,,,,Striga hermonthica Benth.,,,Western Region,,,,,,,,,,,"Uganda, Kakumiro",,,,,,
K000865330,K,Sheet,18/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga helmonthica (Del.) Benth,Uganda,1984,1933-01-18,false,,,Bulo,Flower: pink;Height: 1' - 2';partial parasite,"Hepper, F.N.",Uganda,"Hazel, C.",,,,289,Striga hermonthica Benth.,,,Central Region,Unable to read handwritten Locality,,,,,,,,,,Bulo,,,,,,
K000865331,K,Sheet,11/02/2018,,Striga,hermonthica,(Delile) Benth.,,Eritrea,,1988-11-18,false,,,Growing as a parasite on Sorghum in a field.,Herb with pinkish to lilac corollas,,Ethiopia,"Ryding, O.","Teferi, M.","Mengisteab, G.",,1567,Striga hermonthica Benth.,,,Debub,,2000 Metres,2000,,Metres,,,,,,Eritrea (EW): c. 16 km N of Mendefera along the road to Asmera,,,,,,
K000865332,K,Sheet,11/02/2018,,Striga,hermonthica,(Delile) Benth.,,Ethiopia,,1995-10-19,false,,,Agricultural land in river valley.  Host: Sorghum,Flo magenta-purple.  Upper leaves purple.,,Ethiopia,"Purchon, V.","Belachew, G.",,,26,Striga hermonthica Benth.,,,Amhara,,,,,,,,,,,Gojam.  40 km N. of Mota.,,,,,,
K000865333,K,Sheet,11/02/2018,,Striga,hermonthica,(Delile) Benth.,,Ethiopia,,1995-10-12,false,,,Host Sorghum.  Cultivated land.,"Flos lilac-mauve, abundant.",,Ethiopia,"Purchon, V.",,,,9,Striga hermonthica Benth.,,,Amhara,,,,,,,,,,,Wollo.  Haik to Waldeya road,,,,,,
K000865334,K,Sheet,11/02/2018,17-Feb-2018 00:08:37,Striga,hermonthica,(Delile) Benth.,,Ethiopia,,1995-10-11,false,,,"Lowland in sorghum field, warm air.",Flo purple.  Parasitic weed.,,Ethiopia,"Purchon, V.","Belachew, G.",,,42,Striga hermonthica Benth.,,,Amhara,,,,,,,,,,,"Wollo, about 3 km S. of Mekdela",,,,,,
K000865335,K,Sheet,18/02/2018,,Striga,hermonthica,(Delile) Benth.,,Ethiopia,,1861-10,false,,,,,,Ethiopia,"Haider, D",,,,978,Striga hermonthica Benth.,,,,3 specimens on this page,,,,,,,,,,Keren,,,,,,
K000865336,K,Sheet,18/02/2018,,Striga,hermonthica,(Delile) Benth.,Seen for Flora of Ethiopia;Striga hermonthica Benth.,Ethiopia,,1886-02-10,false,,,In fields,Flowers rose-red,,Ethiopia,"Schinz, Dr.Hans",,,,42,Striga hermonthica Benth.,,,,,,,,,,,,,,"Olukonda, Amboland",,,,,,
K000865337,K,Sheet,18/02/2018,,Striga,hermonthica,(Delile) Benth.,Seen for Flora of Ethiopia;Striga hermonthica Benth.,Ethiopia,,1868-10-14,false,,,auf Baumwollenpolder,,,Ethiopia,"Schweinfurth, G.",,,,594,Striga hermonthica Benth.,,,Tigray,,,,,,,,,,,Buda,,,,,,
K000865338,K,Sheet,11/02/2018,,Striga,hermonthica,(Delile) Benth.,,Eritrea,,1937-01-20,false,,,,,,Ethiopia,"Pichi-Sermolli, R.",,,,1295,Striga hermonthica Benth.,,,Gash-Barka,,,,,,,,,,,Eritrea - Tessenei,,,,,,
K000865339,K,Sheet,11/02/2018,14-Feb-2018 23:53:24,Striga,hermonthica,(Delile) Benth.,"Note: ""Buda"" may be a general term for ""weed"".",,,1900-07-15,false,,,A weed troublesome in Dhura (Millet) fields.,,,Ethiopia,"Muriel, C.E.",,,,S/34,Striga hermonthica Benth.,,,,,,,,,,,,,,Blue Nile,,,,,,"""Buda"" Arabie"
K000865340,K,Sheet,11/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica (Del.) Benth.,Ethiopia,,1995-10-14,false,,,"Open woodland with Albizia amamr subsp. sericocephala, Combretum cf. collimun, and Terminalia brownii; hardly any scrubby undergrowth, but many weedy annuals.  No trace of riverine forest.  Rocks dark gray, weathering pale gray.","Parasitic herb on various grasses (crops); flws pinkish purple, paler on outside than on inside.",,Ethiopia,"Friis, I.","Bidgood, S.","Host, P.","Wondafrash, Melaku & Kebede, Shigulte",6736,Striga hermonthica Benth.,,,Tigray Region,,1450 Metres,1450,,Metres,13°50'N,13,50,,N,"Tigray Region: At Werie Bridge, crossing tributary to the Tacazze River's system on the new road from Abi Adi to Adowa.",39°00'E,39,0,,E,
K000865341,K,Sheet,11/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1869-09-18,false,,,In Sorghum Felden,Fl. Bluter oreo ?,,Sudan,"Schweinfurth, G.",,,,2381,Striga hermonthica Benth.,,,,,,,,,,,,,,gr. Seriba Ghattas;im Lande der Djur,,,,,,
K000865342,K,Sheet,18/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1907-08-03,false,,,,,,Sudan,"Brown, A.J.",,,,s.n.,Striga hermonthica Benth.,,,,Unable to read all Handwriting,,,,,,,,,,Reuk,,,,,,
K000865343,K,Sheet,12/02/2018,14-Feb-2018 23:12:59,Striga,hermonthica,(Delile) Benth.,,Sudan,,1865-08-29,false,,,,,,Sudan,"Schweinfurth, G.",,,,181,Striga hermonthica Benth.,,,Al Qadarif,,,,,,,,,,,Flora von Gallabat; Umgegend von Matamma.,,,,,,
K000865344,K,Sheet,11/02/2018,14-Feb-2018 23:54:46,Striga,hermonthica,(Delile) Benth.,,Sudan,,1929-07-22,false,,,,Parasitic on Sorghum arundinaceum.,,Sudan,"Simpson, N.D.",,,,7406,Striga hermonthica Benth.,,,Bahr el Ghazal,,,,,,,,,,,,,,,,,
K000865345,K,Sheet,18/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica Benth.,Sudan,,1875-10,false,,,,,,Sudan,[Collector Unknown],,,,465,Striga hermonthica Benth.,,,Kordofan,Unable to read  handwriting of collector and locality,,,,,,,,,,El Grel,,,,,,
K000865346,K,Sheet,12/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica Benth.,Sudan,1952-10-02,1952-10-02,false,,,Grey brown alkaline cracking clay. Acacia seyal - A. fistula woodland,Parasitic herb on Sorghum purpureo-sericeum and cultivated Sorghum. Flos. pink.,"Lea, J.D.",Sudan,"Lea, J.D.",,,,17,Striga hermonthica Benth.,,,Southern Kordofan,,450 Metres,450,,Metres,,,,,,"Tozi, Blue Nile Province",,,,,,
K000865347,K,Sheet,19/02/2018,,Striga,hermonthica,(Delile) Benth.,,,,,false,,,,,,Sudan,Kotschy,,,,195,Striga hermonthica Benth.,,,,,,,,,,,,,,,,,,,,
K000865348,K,Sheet,18/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1839-10,false,,,In agris Sorghi vulgaris,,,Sudan,[Collector Unknown],,,,s.n.,Striga hermonthica Benth.,,,Kordofan,,,,,,,,,,,Ad montem Cordofanum Arasch-Cool,,,,,,
K000865349,K,Sheet,18/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1839-10,false,,,In agrisSorghi vulgaris,,,Sudan,[Collector Unknown],,,,s.n.,Striga hermonthica Benth.,,,Kordofan,,,,,,,,,,,Ad montem Cordofanum Arasch-Cool,,,,,,
K000865350,K,Sheet,18/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1871-12-06,false,,,,"Colour purple, flowers smaller than of S. hermonthica",,Sudan,[Collector Unknown],,,,1262,Striga hermonthica Benth.,,,Kordofan,,,,,,,,,,,Kordofan,,,,,,
K000865351,K,Sheet,12/02/2018,14-Feb-2018 21:46:40,Striga,hermonthica,(Delile) Benth.,,Sudan,,,false,,,,Red flower,,Sudan,"Colville, J.W.",,,,96,Striga hermonthica Benth.,,,,Collection year not given.;Collection month is October.,4000 Feet,1219.2,,Metres,,,,,,Various localities.,,,,,,
K000865352,K,Sheet,18/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1863-01-03,false,,,Woodland,,,Sudan,"Petherick, Consul",,,,,Striga hermonthica Benth.,,,Central Darfur,,,,,,,,,,,"Neangara in Moru, British East Africa;Nyangara in Jur Territory - White Nile",,,,,,
K000865353,K,Sheet,12/02/2018,19-Feb-2018 22:42:54,Striga,hermonthica,(Delile) Benth.,,Ethiopia,1990,1853,false,,,,,"Aweke, G.",Ethiopia,"Schimper, M.W.",,,,496,Striga hermonthica Benth.,,,,,,,,,,,,,,Abyssinie.,,,,,,
K000865354,K,Sheet,12/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica Benth.,Ethiopia,1838-09-24,1838-09-24,false,,,,,,Ethiopia,[Collector Unknown],,,,790,Striga hermonthica Benth.,,,,,,,,,,,,,,In arvis prope Gapdiam,,,,,,
K000865355,K,Sheet,18/02/2018,,Striga,hermonthica,(Delile) Benth.,Seen for Flora of Ethiopia,Ethiopia,,1844-10-01,false,,,U. i. 1844 sine loco speciali,,,Ethiopia,[Collector Unknown],,,,,Striga hermonthica Benth.,,,,,,,,,,,,,,,,,,,,
K000865356,K,Sheet,12/02/2018,,Striga,hermonthica,(Delile) Benth.,,Ethiopia,,1837/1838,false,,,,,,Ethiopia,Kotschy,,,,195 268,Striga hermonthica Benth.,,,,,,,,,,,,,,Aethiopia,,,,,,
K000865357,K,Sheet,12/02/2018,17-Feb-2018 00:07:36,Striga,hermonthica,(Delile) Benth.,,Ethiopia,,,false,,,,,,Ethiopia,"Massey, R.E.",,,,47,Striga hermonthica Benth.,,,Amhara,,,,,,,,,,,Abyssinia: Gondar + vicinity,,,,,,
K000865358,K,Sheet,12/02/2018,,Striga,hermonthica,(Delile) Benth.,,Ethiopia,,1969-09-25,false,,,On stony soil,Parasite of sorghum,,Ethiopia,"Parker, C.",,,,E.22,Striga hermonthica Benth.,,,Amhara,,1700 Metres,1700,,Metres,,,,,,Ethiopia - Blue Nile Gorge,,,,,,
K000865359,K,Sheet,12/02/2018,,Striga,hermonthica,(Delile) Benth.,,Djibouti,1996,1993-04-23,false,,,Base of small road cutting.  Among grasses.,Slender herb 40 cm tall with narrow leaves.  Pink flowers 1.4 cm wide.,"Bivgrod, S.",Ethiopia,"Collenette, I.S.",,,,8692,Striga hermonthica Benth.,,,Arta,,200 Feet,60.96,,Metres,,,,,,Djibouti.  Between Djibouti and Arta.,,,,,,
K000865360,K,Sheet,12/02/2018,,Striga,hermonthica,(Delile) Benth.,,Eritrea,,1988-11-17,false,,,Growing as a parasite on Sorghum in a field.,"Herb with pinkish to lilac corolla, growing as a parasite on Sorghum",,Ethiopia,"Ryding, O.","Teferi, M.","Mengisteab, G.",,1548,Striga hermonthica Benth.,,,Debub,,1800 Metres,1800,,Metres,,,,,,Eritrea (EW): c. 4 km S of Adi Kwala along the road to the Tigray border,,,,,,
K000865361,K,Sheet,12/02/2018,19-Feb-2018 22:44:34,Striga,hermonthica,(Delile) Benth.,,Ethiopia,,1982-9-22,false,,,Sorghum field.,"Flow. pink, fol. often dark purple; to 1 m; parasite on Sorghum (more rarely on maize); brought in with Sorghum seeds",,Ethiopia,"Puff, C.","Kelbessa, E.","Dawe, J.","Edwards, S.",8209,Striga hermonthica Benth.,,,Somali,,1850 Metres,1850,,Metres,8°44'N,8,44,,N,"Hararge Prov. Habro Awr.: c. 11-1 2 km from Gelemso, to Mechta and gelemso",40°30'E,40,30,,E,
K000865362,K,Sheet,12/02/2018,,Striga,hermonthica,(Delile) Benth.,,Ethiopia,1990,1901-09,false,,,,,"Aweke, G.",Ethiopia,"Wellby, M.S.",,,,s.n.,Striga hermonthica Benth.,,,,,,,,,,,,,,Abyssinia: Horcones Valley,,,,,,
K000865363,K,Sheet,12/02/2018,14-Feb-2018 21:47:55,Striga,hermonthica,(Delile) Benth.,,Ethiopia,1970,1966-01-09,false,,,On waste field.,Annual herbs; stem and leaves slightly greyish-green; flowers bright lilac or pink.,"Amshoff, G.J.H.",Ethiopia,"de Wilde, W.J.J.O.","de Wilde-Duyfjes, B.E.E.",,,9693,Striga hermonthica Benth.,,,Amhara,,1900 Metres,1900,,Metres,,,,,,Kombolcha.,,,,,,
K000865364,K,Sheet,12/02/2018,,Striga,hermonthica,(Delile) Benth.,,Ethiopia,,1981-10-28,false,,,Around and in Sorghum field,"Flowers rose;;to ca. 75cm. high, leaves green",,Ethiopia,"Tadesse, M.","Kagnew, G.Y.",,,1594,Striga hermonthica Benth.,,,Amhara,,1550 Metres,1550,,Metres,,,,,,"Gojjam Region: Debre Marcos Awraja,;ca. 15km. S. of Dejen.  Area called Wejecha.",,,,,,
K000865365,K,Sheet,12/02/2018,,Striga,hermonthica,(Delile) Benth.,,Ethiopia,,1952-11-04,false,,,Abundant in moist fields.,Flowers rose-pink.,,Ethiopia,"Scott, H.",,,,47,Striga hermonthica Benth.,,,Tigray,,,,,,,,,,,"Ethiopia: Tigre Prov.;Near Enda Sellassie, west of Axum",,,,,,
K000865366,K,Sheet,12/02/2018,19-Feb-2018 22:41:11,Striga,hermonthica,(Delile) Benth.,Seen for Flora of Ethiopia. Striga hermonthica (Del.) Benth.,Ethiopia,,1976-08-16,false,,,"On sandstone. Infrequent in Acacia mellifera woodland and grass, in rocky places.","Flowers rose, becoming violet in press.  Whole plant blackening, when drying.",,Ethiopia,"Ash, J.",,,,3648,Striga hermonthica Benth.,,,SNNPR,,800 Metres,800,,Metres,,,,,,"Omo national Park, Kaffa Province, Ethiopia. Near Rui River, Omo basin. Square 106.B.",,,,,,
K000865367,K,Sheet,12/02/2018,,Striga,hermonthica,(Delile) Benth.,,Ethiopia,,1961-12-04,false,,,"Common in a field of sorghum in very stony soil, half way down valley of Blue Nile River, south side","Possibly parasitic on Sorghum sp., of strict habit; fls. deep mauve, showy.",,Ethiopia,"Meyer, F.G.",,,,7594,Striga hermonthica Benth.,,,Amhara,,1920 Metres,1920,,Metres,10°05'N,10,5,,N,"Ethiopia, 218 km. N. of Addis Ababa;Shoa Province",38°16'E,38,16,,E,
K000865368,K,Sheet,12/02/2018,,Striga,hermonthica,(Delile) Benth.,,Djibouti,,1957-04-06,false,,,Sandy ground with sparse grass.,? red,,Djibouti,Cuile,,,,98,Striga hermonthica Benth.,,,Arta,,1000 Feet,304.8,,Metres,,,,,,French Somaliland;On Djibuti - Arta road.,,,,,,
K000865369,K,Sheet,18/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1951-10-22,false,,,,,,Sudan,"Basinski, J.",,,,27A,Striga hermonthica Benth.,,,,,,,,,,,,,,Pulkerriyang;Anglo-Egyptian Sudan,,,,,,Walban
K000865370,K,Sheet,18/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica (Del.) Benth.,Sudan,1954-08-02,1954-08-02,false,,,Growing on irrigated Sorghum vulgare Rers. (var Abu Sabarin) at Aliab Pump Scheme,"White fld. variety, rare among normal lilac fld plants.","Wilson Jones, K.",Sudan,"Wilson Jones, K.",,,,501,Striga hermonthica Benth.,,,River Nile State,,,,,,,,,,,"30 miles S. of Atbara, R. Nile, A-E Sudan",,,,,,"Buda, Weil, (Arabic)"
K000865371,K,Sheet,19/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1954-08-02,false,,,Growing on irrigated Sorghum vulgare Pers.;(var Abu Saba'm),Normal like fld variety,,Sudan,"Wilson Jones, K.",,,,S502,Striga hermonthica Benth.,,,River Nile,,,,,,,,,,,"Aliab pump scheme, 30 m S of Atbara on 'Nile;A.E. Sudan'",,,,,,"""Buda"", ""Weil"" (Arabic)"
K000865372,K,Sheet,18/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1875-07-08,false,,,,,,Sudan,"Pfund, Dr.J.",,,,679,Striga hermonthica Benth.,,,Kordofan,,,,,,,,,,,"El-Greo, West Kordofan",,,,,,
K000865373,K,Sheet,19/02/2018,,Buchnera,hermonthica,(Delile) Benth.,,Sudan,,1861-12-06,false,,,,,,Sudan,"Petherick, Consul",,,,,Striga hermonthica Benth.,,,Khartoum,"Unsure about:;""Abyssane""  - common name?;det. = dedit? Franqueville or Schumper ;det. 1862?",,,,,,,,,,Kharthoum,,,,,,
K000865374,K,Sheet,12/02/2018,,,,,,Sudan,,1861-12,false,,,,,,Sudan,"Petherick, J.",,,,s.n.,Striga hermonthica Benth.,,,Khartoum,,,,,,,,,,,Khartoum,,,,,,
K000865375,K,Sheet,12/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,1994-03,1900-11-13,false,,,Weed found growing on cultivated land.,,"Mohamed, K.I.",Sudan,"Muriel, C.E.",,,,s.n.,Striga hermonthica Benth.,,,,,,,,,,,,,,"Blue Nile, Rossires, Eastern Sudan",,,,,,
K000865376,K,Sheet,12/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica (Del.) Benth.,Sudan,1954-01-17,1954-01-17,false,,,Sandy soil.  Host:- Brachiaria sp. attached,Large flowered form.  Flrs. light red,"Wilson Jones, K.",Sudan,"Wilson Jones, K.",,,,512,Striga hermonthica Benth.,,,North Kordofan,,,,,,,,,,,"Um Ruaba, Anglo-Egyptian Sudan",,,,,,Buda (Arabic)
K000865377,K,Sheet,12/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica (Del.)Benth.,Sudan,1954-10-17,1954-10-17,false,,,Sandy soil,Host:- cultivated Pennisetum millet;Large Flowered Form.  Fls dull red,"Wilson Jones, K.",Sudan,"Wilson Jones, K.",,,,519,Striga hermonthica Benth.,,,North Kordofan,,,,,,,,,,,"Um Ruaba, Kordofan, Anglo-Egyptian Sudan",,,,,,Buda (Arabic)
K000865378,K,Sheet,12/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica (Del.) Benth.,Sudan,1954-10-17,1954-10-17,false,,,Sandy soil.,Host:- Cultivated Pennisetum millet;Small Fld Form. Fls. dull red,"Wilson Jones, K.",Sudan,"Wilson Jones, K.",,,,518,Striga hermonthica Benth.,,,North Kordofan,,,,,,,,,,,"Um Ruaba, Kordofan, Anglo-Egyptian Sudan,",,,,,,Buda (Arabic)
K000865379,K,Sheet,12/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica (Del.) Benth.,Sudan,1954-10-17,1954-10-17,false,,,Sandy soil,Host:- Dactyloctenium aegyptium (attached);LARGE FLD FORM.  Fls light red,"Wilson Jones, K.",Sudan,"Wilson Jones, K.",,,,516,Striga hermonthica Benth.,,,North Kordofan,,,,,,,,,,,"Um Ruaba, Kordofan, Anglo-Egyptian Sudan",,,,,,Buda (Arabic)
K000865380,K,Sheet,19/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1954-10-19,false,,,Sandy soil;Host: wild Pennisetum species.,Large-flowered form.;Fls. light red.,,Sudan,"Wilson Jones, K.",,,,513,Striga hermonthica Benth.,,,North Kordofan,,,,,,,,,,,"Um Ruaba, Kordofan.",,,,,,Buda (Arab.)
K000865381,K,Sheet,12/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica (Del.) Benth.,Sudan,1954-09-26,1954-09-29,false,,,"Farm, growing on dura (Sorghum vulgare Pers.)",Small flowered form. Flowers reddish-purple.,"Wilson Jones, K.",Sudan,"Wilson Jones, K.",,,,506,Striga hermonthica Benth.,,,Al Jazirah,,,,,,,,,,,"Gezira Research Farm, Anglo-Egyptian Sudan",,,,,,Buda (Arabic)
K000865382,K,Sheet,19/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica (Del.) Benth.,Sudan,1954-10-17,1954-10-17,false,,,Sandy soil.,Host: cultivated Pennisetum.;Large flowered form.  Fls. dull red.,"Wilson Jones, K.",Sudan,"Wilson Jones, K.",,,,514,Striga hermonthica Benth.,,,North Kordofan,,,,,,,,,,,"Um Ruaba, Kordofan, N-E. Sudan",,,,,,Buda (Arabic)
K000865383,K,Sheet,18/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1954-11-19,false,,,"Sandy soil.;Host. Sorghum volgare, variety ""Maring"".",Intermediate flowered form.  Fls. light red.,,Sudan,"Wilson Jones, K.",,,,515,Striga hermonthica Benth.,,,North Kordofan,,,,,,,,,,,"Um Ruaba, Kordofan.",,,,,,Buda (Arab.)
